ms,topic_name,src_topic,subscribers_count,publisher_count,msg_type,msg_data
1778298822220,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298822220,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298822420,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298822420,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298822420,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298822619,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298822619,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298822619,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298822820,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298822820,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298822820,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298823020,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298823020,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298823020,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298823219,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298823219,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298823219,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298823420,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298823420,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298823420,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298823620,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298823620,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298823620,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298823819,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298823819,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298823819,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298824020,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298824020,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298824020,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298824220,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298824220,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298824220,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298824420,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298824420,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298824420,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298824620,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298824620,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298824620,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298824820,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298824820,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298824820,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298825020,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298825020,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298825020,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298825219,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298825219,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298825219,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298825420,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298825420,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298825420,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298825620,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298825620,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298825620,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298825819,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298825819,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298825819,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298826020,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298826020,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298826020,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298826220,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298826220,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298826220,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298826419,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298826419,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298826419,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298826620,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298826620,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298826620,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298826820,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298826820,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298826820,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298827019,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298827019,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298827019,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298827220,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298827220,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298827220,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298827420,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298827420,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298827420,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298827619,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298827619,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298827619,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298827820,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298827820,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298827820,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298828020,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298828020,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298828020,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298828219,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298828219,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298828219,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298828420,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298828420,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298828420,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298828620,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298828620,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298828620,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298828819,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298828819,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298828819,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298829020,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298829020,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298829020,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298829220,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298829220,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298829220,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298829420,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298829420,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298829420,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298829619,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298829619,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298829619,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298829819,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298829819,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298829819,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298830020,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298830020,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298830020,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298830219,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298830219,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298830219,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298830420,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298830420,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298830420,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298830620,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298830620,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298830620,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298830819,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298830819,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298830819,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298831020,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298831020,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298831020,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298831220,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298831220,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298831220,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298831419,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
1778298831419,/parameter_events,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/ParameterEvent,rcl_interfaces.msg.ParameterEv
1778298831419,/rosout,ros2_monitor_node|minimal_publisher|ros2_monitor_node|minimal_subscriber,2,4,rcl_interfaces/msg/Log,rcl_interfaces.msg.Log(stamp=b
1778298831620,/ouo,minimal_publisher,3,1,std_msgs/msg/String,std_msgs.msg.String(data='Hell
